Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
803,Xavi Espart,es ESP,DF,Barcelona,es La Liga,18.0,2007,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,5,3,0,0,0,0,0,,,,,,,,,,,,,,
804,Carlos Espí,es ESP,FW,Levante,es La Liga,20.0,2005,20,8,899,10.0,8,0,8,8,0,0,3,0,0.80,33,17,51.5,3.30,1.70,0.24,0.47,0,0,1,4,4,17,3,0,0,22,0,,,,,,,,,,,,,,
805,Alfonso Espino,uy URU,"DF,MF",Rayo Vallecano,es La Liga,34.0,1992,25,12,1206,13.4,2,0,2,2,0,0,2,0,0.15,18,8,44.4,1.34,0.60,0.11,0.25,0,0,42,24,13,24,2,0,0,18,0,,,,,,,,,,,,,,
806,Francesco Esposito,it ITA,FW,Inter,it Serie A,20.0,2005,32,13,1409,15.7,6,3,9,6,0,0,1,0,0.57,55,22,40.0,3.51,1.41,0.11,0.27,0,0,3,4,5,43,1,0,0,27,0,,,,,,,,,,,,,,
807,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23.0,2002,32,30,2343,26.0,6,5,11,5,1,1,6,0,0.38,47,13,27.7,1.81,0.50,0.11,0.38,1,1,116,29,15,47,6,0,0,41,0,,,,,,,,,,,,,,
808,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,20.0,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,1,0,2,0,0,0,2,0,,,,,,,,,,,,,,
809,Samuel Essende,cd COD,"MF,FW",Augsburg,de Bundesliga,28.0,1998,14,2,414,4.6,1,0,1,1,0,0,2,0,0.22,17,4,23.5,3.70,0.87,0.06,0.25,0,0,3,2,1,14,2,0,0,17,0,,,,,,,,,,,,,,
810,Dario Essugo,pt POR,MF,Chelsea,eng Premier League,21.0,2005,2,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,1,1,0,0,2,0,,,,,,,,,,,,,,
811,Marco Esteban,es ESP,DF,Oviedo,es La Liga,20.0,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
812,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23.0,2002,31,31,2671,29.7,0,0,0,0,0,0,1,0,0.00,10,1,10.0,0.34,0.03,0.00,0.00,0,0,6,23,33,12,1,0,0,11,2,,,,,,,,,,,,,,
813,Tomás Esteves,pt POR,"DF,MF",Pisa,it Serie A,24.0,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
814,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,30.0,1995,30,9,1017,11.3,0,0,0,0,0,0,2,0,0.00,9,1,11.1,0.80,0.09,0.00,0.00,0,0,42,9,5,12,2,0,0,10,0,,,,,,,,,,,,,,
815,Pervis Estupiñán,ec ECU,MF,Milan,it Serie A,28.0,1998,17,12,933,10.4,1,1,2,1,0,0,4,1,0.19,9,1,11.1,0.87,0.10,0.11,1.00,0,0,15,8,11,6,4,1,0,16,0,,,,,,,,,,,,,,
816,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22.0,2003,3,3,256,2.8,1,2,3,1,0,0,0,0,1.05,7,3,42.9,2.46,1.05,0.14,0.33,0,0,0,2,0,4,0,0,0,3,0,,,,,,,,,,,,,,
817,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22.0,2003,26,15,1372,15.2,5,2,7,5,0,1,3,0,0.46,36,16,44.4,2.36,1.05,0.14,0.31,0,1,13,11,4,30,3,0,0,27,0,,,,,,,,,,,,,,
818,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26.0,1999,32,28,2461,27.3,6,1,7,6,0,0,2,0,0.26,65,23,35.4,2.38,0.84,0.09,0.26,0,0,3,4,3,29,2,0,0,23,0,,,,,,,,,,,,,,
819,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29.0,1996,31,27,2145,23.8,1,6,7,1,0,0,8,0,0.29,36,10,27.8,1.51,0.42,0.03,0.10,0,0,225,23,20,37,8,0,0,23,0,,,,,,,,,,,,,,
820,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27.0,1998,28,18,1581,17.6,7,2,9,7,0,0,1,0,0.51,47,15,31.9,2.68,0.85,0.15,0.47,0,0,8,12,10,32,1,0,0,14,0,,,,,,,,,,,,,,
821,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27.0,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.00,6,2,33.3,6.51,2.17,0.00,0.00,0,0,4,1,0,1,0,0,0,2,0,,,,,,,,,,,,,,
822,Abde Ezzalzouli,ma MAR,"MF,FW",Real Betis,es La Liga,24.0,2001,24,21,1828,20.3,7,7,14,7,0,0,3,0,0.69,64,20,31.3,3.15,0.98,0.11,0.35,0,0,48,27,13,62,3,0,0,24,0,,,,,,,,,,,,,,
823,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,23.0,2003,14,8,705,7.8,2,0,2,2,0,0,0,0,0.26,14,4,28.6,1.79,0.51,0.14,0.50,0,0,2,4,5,18,0,0,0,13,0,,,,,,,,,,,,,,
824,Giovanni Fabbian,it ITA,MF,Fiorentina,it Serie A,23.0,2003,12,3,344,3.8,0,0,0,0,0,0,2,0,0.00,4,1,25.0,1.05,0.26,0.00,0.00,0,0,3,1,1,8,2,0,0,5,0,,,,,,,,,,,,,,
825,Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24.0,2001,27,8,980,10.9,2,1,3,2,0,0,4,0,0.28,13,4,30.8,1.19,0.37,0.15,0.50,0,0,24,21,5,36,4,0,0,35,0,,,,,,,,,,,,,,
826,Wout Faes,be BEL,DF,Monaco,fr Ligue 1,28.0,1998,12,12,1018,11.3,0,0,0,0,0,0,3,0,0.00,5,1,20.0,0.44,0.09,0.00,0.00,0,0,1,10,13,3,3,0,0,13,0,,,,,,,,,,,,,,
827,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,25.0,2001,30,27,2327,25.9,2,3,5,2,0,0,5,0,0.19,31,7,22.6,1.20,0.27,0.06,0.29,0,0,82,29,17,40,5,0,0,21,0,,,,,,,,,,,,,,
828,Romain Faivre,fr FRA,"MF,FW",Auxerre,fr Ligue 1,27.0,1998,10,7,581,6.5,0,2,2,0,0,0,0,0,0.31,11,3,27.3,1.70,0.46,0.00,0.00,0,0,14,4,6,10,0,0,0,5,0,,,,,,,,,,,,,,
829,Omar Falah,es ESP,DF,Oviedo,es La Liga,22.0,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
830,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,31.0,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,8,2,0,0,0,0,46,1.35,132,92,68.2,7,8,19,9,26.5,6,4,2,0
831,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,23.0,2002,22,9,938,10.4,9,0,9,6,3,4,1,0,0.58,38,20,52.6,3.65,1.92,0.16,0.30,3,4,6,9,2,5,1,0,0,9,0,,,,,,,,,,,,,,
832,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21.0,2004,14,13,1203,13.4,0,0,0,0,0,0,7,0,0.00,8,2,25.0,0.60,0.15,0.00,0.00,0,0,3,19,25,15,7,0,0,22,0,,,,,,,,,,,,,,
833,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,23.0,2003,19,5,568,6.3,0,0,0,0,0,0,2,0,0.00,9,1,11.1,1.43,0.16,0.00,0.00,0,0,15,9,5,14,2,0,0,12,0,,,,,,,,,,,,,,
834,Aleix Febas,es ESP,MF,Elche,es La Liga,30.0,1996,32,32,2831,31.5,2,2,4,2,0,0,8,0,0.13,21,8,38.1,0.67,0.25,0.10,0.25,0,0,18,42,26,102,8,0,0,29,0,,,,,,,,,,,,,,
835,Mattia Felici,it ITA,MF,Cagliari,it Serie A,25.0,2001,11,4,411,4.6,2,1,3,2,0,0,3,0,0.66,9,6,66.7,1.97,1.31,0.22,0.33,0,0,23,6,5,6,3,0,0,10,0,,,,,,,,,,,,,,
836,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,29.0,1997,10,7,470,5.2,0,0,0,0,0,0,1,0,0.00,3,1,33.3,0.57,0.19,0.00,0.00,0,0,0,8,7,1,1,0,0,5,0,,,,,,,,,,,,,,
837,Pedro Felipe,br BRA,DF,Sassuolo,it Serie A,21.0,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
838,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,22.0,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0
839,Robin Fellhauer,de GER,MF,Augsburg,de Bundesliga,28.0,1998,31,29,2542,28.2,2,2,4,2,0,0,2,0,0.14,25,6,24.0,0.89,0.21,0.08,0.33,0,0,86,42,20,32,2,0,0,24,0,,,,,,,,,,,,,,
840,Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35.0,1991,27,24,1963,21.8,1,1,2,1,0,0,6,0,0.09,8,3,37.5,0.37,0.14,0.13,0.33,0,0,42,23,36,11,6,0,0,21,0,,,,,,,,,,,,,,
841,Evan Ferguson,ie IRL,FW,Roma,it Serie A,21.0,2004,16,10,773,8.6,3,2,5,3,0,0,1,0,0.58,27,15,55.6,3.14,1.75,0.11,0.20,0,0,2,4,1,9,1,0,0,11,0,,,,,,,,,,,,,,
842,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26.0,1999,23,14,1328,14.8,1,0,1,1,0,0,7,1,0.07,11,2,18.2,0.75,0.14,0.09,0.50,0,0,24,13,10,23,7,1,1,30,0,,,,,,,,,,,,,,
843,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31.0,1994,31,31,2704,30.0,8,19,27,4,4,6,4,0,0.77,75,21,28.0,2.50,0.70,0.05,0.19,4,6,159,32,17,34,4,0,0,21,0,,,,,,,,,,,,,,
844,Mateus Fernandes,pt POR,MF,West Ham United,eng Premier League,21.0,2004,32,31,2656,29.5,3,3,6,3,0,0,7,0,0.20,23,5,21.7,0.78,0.17,0.13,0.60,0,0,49,59,30,44,7,0,0,45,0,,,,,,,,,,,,,,
845,Dro Fernández,es ESP,MF,Barcelona,es La Liga,18.0,2008,4,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
846,Dro Fernández,es ESP,MF,Paris Saint-Germain,fr Ligue 1,18.0,2008,8,4,367,4.1,1,0,1,1,0,0,0,0,0.25,3,2,66.7,0.74,0.49,0.33,0.50,0,0,2,1,6,8,0,0,0,5,0,,,,,,,,,,,,,,
847,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25.0,2001,32,31,2755,30.6,8,3,11,6,2,2,8,0,0.29,63,28,44.4,2.06,0.91,0.10,0.21,2,2,71,23,19,40,8,0,0,30,0,,,,,,,,,,,,,,
848,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23.0,2002,19,12,978,10.9,0,1,1,0,0,0,4,1,0.09,11,1,9.1,1.01,0.09,0.00,0.00,0,0,4,17,14,23,4,1,1,13,0,,,,,,,,,,,,,,
849,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,25.0,2001,13,9,713,7.9,0,0,0,0,0,0,2,0,0.00,2,0,0.0,0.25,0.00,0.00,,0,0,0,9,6,7,2,0,0,7,0,,,,,,,,,,,,,,
850,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22.0,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,1,0,0.0,2.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
851,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23.0,2002,33,21,2052,22.8,6,2,8,5,1,1,3,0,0.31,53,21,39.6,2.32,0.92,0.09,0.24,1,1,8,3,5,37,3,0,0,33,0,,,,,,,,,,,,,,
852,Thiago Fernández,ar ARG,MF,Oviedo,es La Liga,22.0,2004,12,6,578,6.4,0,4,4,0,0,0,3,0,0.62,10,4,40.0,1.56,0.62,0.00,0.00,0,0,21,4,4,8,3,0,0,6,0,,,,,,,,,,,,,,
853,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17.0,2008,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
854,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,21.0,2005,26,24,2100,23.3,8,5,13,6,2,2,4,0,0.47,64,29,45.3,2.74,1.24,0.09,0.21,2,2,52,13,8,35,4,0,0,13,0,,,,,,,,,,,,,,
855,Álvaro Fidalgo,mx MEX,MF,Real Betis,es La Liga,29.0,1997,7,7,486,5.4,1,0,1,1,0,0,0,0,0.19,4,2,50.0,0.74,0.37,0.25,0.50,0,0,6,5,3,6,0,0,0,2,0,,,,,,,,,,,,,,
856,Seydou Fini,it ITA,FW,Genoa,it Serie A,19.0,2006,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
857,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,22.0,2004,10,3,309,3.4,1,1,2,1,0,0,1,0,0.58,2,1,50.0,0.58,0.29,0.50,1.00,0,0,25,7,6,2,1,0,0,2,0,,,,,,,,,,,,,,
858,Junior Firpo,do DOM,DF,Real Betis,es La Liga,29.0,1996,10,8,672,7.5,0,1,1,0,0,0,2,0,0.13,5,0,0.0,0.67,0.00,0.00,,0,0,18,13,8,7,2,0,0,10,0,,,,,,,,,,,,,,
859,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24.0,2001,26,25,2264,25.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,0,0,0,0,0,56,2.23,137,88,63.5,3,4,18,4,16.0,7,6,1,0
860,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25.0,2000,11,10,800,8.9,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.23,0.00,0.00,,0,0,16,13,12,4,0,0,0,10,1,,,,,,,,,,,,,,
861,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993,21,21,1859,20.7,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,2,0,0,0,0,33,1.60,93,66,71.0,11,3,7,5,23.8,6,6,0,0
862,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27.0,1998,25,17,1442,16.0,9,0,9,7,2,2,3,0,0.44,45,19,42.2,2.81,1.19,0.16,0.37,2,2,6,6,6,25,3,0,0,40,0,,,,,,,,,,,,,,
863,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,19.0,2007,3,0,108,1.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.83,0.00,0.00,,0,0,0,1,1,1,0,0,0,2,0,,,,,,,,,,,,,,
864,Tyler Fletcher,sct SCO,MF,Manchester Utd,eng Premier League,19.0,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
865,Romano Floriani,it ITA,MF,Cremonese,it Serie A,23.0,2003,25,11,1025,11.4,0,0,0,0,0,0,2,0,0.00,5,1,20.0,0.44,0.09,0.00,0.00,0,0,24,14,6,5,2,0,0,19,0,,,,,,,,,,,,,,
866,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25.0,2000,28,21,1832,20.4,7,3,10,7,0,0,4,0,0.49,51,17,33.3,2.51,0.84,0.14,0.41,0,0,105,13,9,27,4,0,0,17,0,,,,,,,,,,,,,,
867,Malick Fofana,be BEL,"MF,FW",Lyon,fr Ligue 1,21.0,2005,10,9,727,8.1,2,1,3,2,0,0,1,0,0.37,18,9,50.0,2.23,1.11,0.11,0.22,0,0,26,5,3,21,1,0,0,11,0,,,,,,,,,,,,,,
868,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,20.0,2006,24,6,753,8.4,5,0,5,5,0,0,0,0,0.60,35,12,34.3,4.18,1.43,0.14,0.42,0,0,5,4,1,32,0,0,0,13,0,,,,,,,,,,,,,,
869,Sadik Fofana,tg TOG,MF,Lecce,it Serie A,22.0,2003,5,1,84,0.9,0,0,0,0,0,0,0,0,0.00,2,0,0.0,2.14,0.00,0.00,,0,0,0,2,0,1,0,0,0,3,0,,,,,,,,,,,,,,
870,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30.0,1995,12,7,655,7.3,1,0,1,1,0,0,0,0,0.14,9,3,33.3,1.24,0.41,0.11,0.33,0,0,7,2,3,13,0,0,0,3,0,,,,,,,,,,,,,,
871,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25.0,2000,22,17,1491,16.6,0,1,1,0,0,0,7,1,0.06,8,1,12.5,0.48,0.06,0.00,0.00,0,0,2,11,30,14,7,1,1,20,0,,,,,,,,,,,,,,
872,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27.0,1999,29,25,1978,22.0,2,3,5,2,0,0,4,0,0.23,42,16,38.1,1.91,0.73,0.05,0.13,0,0,10,18,15,15,4,0,0,19,0,,,,,,,,,,,,,,
873,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30.0,1996,24,22,2055,22.8,1,1,2,1,0,0,3,0,0.09,6,1,16.7,0.26,0.04,0.17,1.00,0,0,78,21,30,16,3,0,0,16,0,,,,,,,,,,,,,,
874,Francesco Folino,it ITA,DF,Cremonese,it Serie A,24.0,2002,17,7,716,8.0,1,0,1,1,0,0,1,0,0.13,2,1,50.0,0.25,0.13,0.50,1.00,0,0,1,4,2,9,1,0,0,11,0,,,,,,,,,,,,,,
875,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,28.0,1998,24,22,1818,20.2,2,0,2,2,0,0,3,0,0.10,29,8,27.6,1.44,0.40,0.07,0.25,0,0,20,9,10,41,3,0,0,33,0,,,,,,,,,,,,,,
876,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,27.0,1998,15,8,751,8.3,0,0,0,0,0,0,6,0,0.00,7,1,14.3,0.84,0.12,0.00,0.00,0,0,3,20,15,9,6,0,0,19,0,,,,,,,,,,,,,,
877,Álex Forés,es ESP,FW,Oviedo,es La Liga,25.0,2001,15,2,296,3.3,0,1,1,0,0,0,0,0,0.30,8,2,25.0,2.43,0.61,0.00,0.00,0,0,2,0,1,4,0,0,0,3,0,,,,,,,,,,,,,,
878,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,30.0,1996,33,30,2557,28.4,7,4,11,7,0,0,2,0,0.39,39,16,41.0,1.37,0.56,0.18,0.44,0,0,133,25,32,24,2,0,0,27,0,,,,,,,,,,,,,,
879,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19.0,2006,10,6,388,4.3,1,2,3,1,0,0,0,0,0.70,10,4,40.0,2.32,0.93,0.10,0.25,0,0,6,3,5,0,0,0,0,4,0,,,,,,,,,,,,,,
880,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,20.0,2006,16,2,541,6.0,0,0,0,0,0,0,0,0,0.00,8,2,25.0,1.33,0.33,0.00,0.00,0,0,29,9,4,18,0,0,0,5,0,,,,,,,,,,,,,,
881,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,25.0,2000,25,15,1349,15.0,3,2,5,3,0,0,4,0,0.33,20,6,30.0,1.33,0.40,0.15,0.50,0,0,6,12,4,13,4,0,0,22,0,,,,,,,,,,,,,,
882,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,33.0,1993,15,12,1150,12.8,0,0,0,0,0,0,1,0,0.00,6,1,16.7,0.47,0.08,0.00,0.00,0,0,11,9,8,7,1,0,0,16,0,,,,,,,,,,,,,,
883,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28.0,1998,13,12,934,10.4,0,0,0,0,0,0,2,0,0.00,2,0,0.0,0.19,0.00,0.00,,0,0,0,13,15,1,2,0,0,8,0,,,,,,,,,,,,,,
884,Alejandro Francés,es ESP,DF,Girona,es La Liga,23.0,2002,20,7,756,8.4,0,2,2,0,0,0,1,1,0.24,7,4,57.1,0.83,0.48,0.00,0.00,0,0,17,12,10,16,1,1,0,10,0,,,,,,,,,,,,,,
885,Przemysław Frankowski,pl POL,"MF,DF",Rennes,fr Ligue 1,31.0,1995,19,15,1210,13.4,1,2,3,1,0,0,5,0,0.22,9,3,33.3,0.67,0.22,0.11,0.33,0,0,82,25,9,10,5,0,0,13,0,,,,,,,,,,,,,,
886,Davide Frattesi,it ITA,MF,Inter,it Serie A,26.0,1999,20,3,522,5.8,0,0,0,0,0,0,0,0,0.00,13,3,23.1,2.24,0.52,0.00,0.00,0,0,2,7,3,11,0,0,0,8,0,,,,,,,,,,,,,,
887,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,22.0,2003,4,0,43,0.5,1,0,1,1,0,0,0,0,2.09,1,1,100.0,2.09,2.09,1.00,1.00,0,0,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,,
888,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,21.0,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
889,Alex Freeman,us USA,DF,Villarreal,es La Liga,21.0,2004,7,1,166,1.8,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.54,0.00,0.00,,0,0,1,3,4,0,0,0,0,1,0,,,,,,,,,,,,,,
890,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,25.0,2001,32,31,2721,30.2,1,0,1,1,0,0,5,0,0.03,8,3,37.5,0.26,0.10,0.13,0.33,0,0,4,61,35,37,5,0,0,37,0,,,,,,,,,,,,,,
891,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28.0,1998,27,23,2076,23.1,2,0,2,2,0,0,6,0,0.09,19,10,52.6,0.82,0.43,0.11,0.20,0,0,69,45,23,18,6,0,0,40,1,,,,,,,,,,,,,,
892,Remo Freuler,ch SUI,MF,Bologna,it Serie A,34.0,1992,25,22,1878,20.9,1,2,3,1,0,0,5,0,0.14,6,1,16.7,0.29,0.05,0.17,1.00,0,0,17,30,14,21,5,0,0,17,1,,,,,,,,,,,,,,
893,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,28.0,1998,27,27,2321,25.8,1,0,1,1,0,0,8,1,0.04,8,2,25.0,0.31,0.08,0.13,0.50,0,0,15,21,32,16,8,1,0,15,0,,,,,,,,,,,,,,
894,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30.0,1995,6,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,3,1,2,0,0,0,2,0,,,,,,,,,,,,,,
895,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25.0,2000,18,10,859,9.5,0,1,1,0,0,0,1,0,0.10,9,1,11.1,0.94,0.10,0.00,0.00,0,0,46,9,6,15,1,0,0,6,0,,,,,,,,,,,,,,
896,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29.0,1997,31,28,2163,24.0,10,1,11,9,1,1,3,0,0.42,54,24,44.4,2.25,1.00,0.17,0.38,1,1,40,13,8,34,3,0,0,32,0,,,,,,,,,,,,,,
897,Chris Führich,de GER,MF,Stuttgart,de Bundesliga,28.0,1998,30,17,1450,16.1,6,6,12,6,0,0,1,0,0.74,39,20,51.3,2.42,1.24,0.15,0.30,0,0,69,8,2,5,1,0,0,4,0,,,,,,,,,,,,,,
898,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,24.0,2002,29,28,2395,26.6,1,3,4,1,0,0,5,0,0.15,29,6,20.7,1.09,0.23,0.03,0.17,0,0,26,29,30,15,5,0,0,32,0,,,,,,,,,,,,,,
899,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,33.0,1993,8,5,409,4.5,0,0,0,0,0,0,0,0,0.00,9,3,33.3,1.98,0.66,0.00,0.00,0,0,0,1,2,1,0,0,0,11,0,,,,,,,,,,,,,,
900,Niclas Füllkrug,de GER,FW,Milan,it Serie A,33.0,1993,17,3,573,6.4,1,0,1,1,0,1,0,0,0.16,16,5,31.3,2.51,0.79,0.06,0.20,0,1,1,2,3,8,0,0,0,7,0,,,,,,,,,,,,,,
901,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26.0,1999,26,24,2170,24.1,0,0,0,0,0,0,3,0,0.00,18,3,16.7,0.75,0.12,0.00,0.00,0,0,1,11,13,5,3,0,0,19,0,,,,,,,,,,,,,,
902,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21.0,2004,33,32,2859,31.8,2,0,2,2,0,0,5,0,0.06,19,4,21.1,0.60,0.13,0.11,0.50,0,0,2,37,44,38,5,0,0,25,1,,,,,,,,,,,,,,
903,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25.0,2000,29,17,1552,17.2,2,3,5,2,0,0,4,0,0.29,26,8,30.8,1.51,0.46,0.08,0.25,0,0,33,14,16,26,4,0,0,24,0,,,,,,,,,,,,,,
904,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,32.0,1994,26,22,2002,22.2,1,0,1,1,0,0,7,0,0.04,15,3,20.0,0.67,0.13,0.07,0.33,0,0,15,37,53,32,7,0,0,37,0,,,,,,,,,,,,,,
905,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26.0,1999,32,28,2408,26.8,6,5,11,6,0,0,2,0,0.41,78,19,24.4,2.92,0.71,0.08,0.32,0,0,86,14,9,41,2,0,0,40,0,,,,,,,,,,,,,,
906,Javi Galán,es ESP,DF,Osasuna,es La Liga,31.0,1994,16,16,1409,15.7,0,1,1,0,0,0,2,0,0.06,5,1,20.0,0.32,0.06,0.00,0.00,0,0,64,28,24,30,2,0,0,25,0,,,,,,,,,,,,,,
907,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,31.0,1994,5,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,2,1,3,0,0,0,2,0,,,,,,,,,,,,,,
908,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32.0,1993,30,27,1950,21.7,1,2,3,1,0,0,10,0,0.14,20,2,10.0,0.92,0.09,0.05,0.50,0,0,51,30,19,35,10,0,0,48,0,,,,,,,,,,,,,,
