Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
396,Livan Burcu,tr TUR,"MF,FW",Union Berlin,de Bundesliga,21.0,2004,15,4,490,5.4,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,396,tr TUR,"MF,FW",de Bundesliga,21-212,2004,5.4,0,12,1,8.3,2.20,0.18,0.00,0.00,0,0,493,tr TUR,"MF,FW",de Bundesliga,21-212,2004,15,490,33,17.6,5.4,4,70,0,11,19,7,0.67,5,10,-5,-0.92,-0.33,396,tr TUR,"MF,FW",de Bundesliga,21-212,2004,5.4,3,0,0,5,9,1,13,2,7,0
397,Jan Bürger,de GER,"MF,DF",Wolfsburg,de Bundesliga,19.0,2007,7,2,247,2.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,397,de GER,"MF,DF",de Bundesliga,19-049,2007,2.7,0,2,1,50.0,0.73,0.36,0.00,0.00,0,0,494,de GER,"MF,DF",de Bundesliga,19-049,2007,7,247,35,8.9,2.7,2,59,0,5,26,8,0.57,3,6,-3,-1.09,-0.31,397,de GER,"MF,DF",de Bundesliga,19-049,2007,2.7,0,0,0,4,5,0,6,0,3,0
398,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,25.0,2001,27,27,2161,24.0,4,5,9,4,0,0,7,1,0.37,,,,,,,,,,,,,,,,,,,,,,,,,398,nl NED,MF,de Bundesliga,25-071,2001,24.0,4,30,12,40.0,1.25,0.50,0.13,0.33,0,0,495,nl NED,MF,de Bundesliga,25-071,2001,27,2161,80,77.5,24.0,27,80,16,0,,0,1.96,48,29,+19,+0.79,+1.22,398,nl NED,MF,de Bundesliga,25-071,2001,24.0,7,1,0,52,9,1,74,16,40,0
399,Jonathan Burkardt,de GER,FW,Eintracht Frankfurt,de Bundesliga,25.0,2000,19,14,1236,13.7,10,0,10,8,2,2,1,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,399,de GER,FW,de Bundesliga,25-291,2000,13.7,10,36,18,50.0,2.62,1.31,0.22,0.44,2,2,496,de GER,FW,de Bundesliga,25-291,2000,19,1236,65,44.3,13.7,14,81,4,5,21,0,1.53,30,14,+16,+1.17,+2.21,399,de GER,FW,de Bundesliga,25-291,2000,13.7,1,0,0,12,14,1,4,1,2,0
400,Oliver Burke,sct SCO,"FW,MF",Union Berlin,de Bundesliga,29.0,1997,26,18,1402,15.6,5,1,6,5,0,0,3,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,400,sct SCO,"FW,MF",de Bundesliga,29-021,1997,15.6,5,29,13,44.8,1.86,0.83,0.17,0.38,0,0,497,sct SCO,"FW,MF",de Bundesliga,29-021,1997,26,1402,54,50.3,15.6,18,72,3,8,14,4,0.85,16,29,-13,-0.83,-0.38,400,sct SCO,"FW,MF",de Bundesliga,29-021,1997,15.6,3,0,0,10,8,7,27,4,4,0
401,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20.0,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,401,be BEL,DF,fr Ligue 1,20-217,2005,0.2,0,0,0,,0.00,0.00,,,0,0,498,be BEL,DF,fr Ligue 1,20-217,2005,1,19,19,0.7,0.2,0,,0,1,19,2,1.00,0,1,-1,-4.74,-5.29,401,be BEL,DF,fr Ligue 1,20-217,2005,0.2,0,0,0,0,0,0,1,0,0,0
402,Dan Burn,eng ENG,DF,Newcastle United,eng Premier League,33.0,1992,25,22,1920,21.3,0,2,2,0,0,0,10,1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,402,eng ENG,DF,eng Premier League,33-354,1992,21.3,0,9,2,22.2,0.42,0.09,0.00,0.00,0,0,499,eng ENG,DF,eng Premier League,33-354,1992,25,1920,77,62.7,21.3,22,86,19,3,12,2,1.12,28,30,-2,-0.09,+0.06,402,eng ENG,DF,eng Premier League,33-354,1992,21.3,10,1,1,35,12,3,11,17,22,0
403,Bradley Burrowes,eng ENG,MF,Aston Villa,eng Premier League,18.0,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,403,eng ENG,MF,eng Premier League,18-055,2008,0.2,0,0,0,,0.00,0.00,,,0,0,500,eng ENG,MF,eng Premier League,18-055,2008,1,17,17,0.6,0.2,0,,0,1,17,2,0.00,0,1,-1,-5.29,-5.47,403,eng ENG,MF,eng Premier League,18-055,2008,0.2,0,0,0,0,1,0,3,0,0,0
404,Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,31.0,1994,27,18,1780,19.8,1,3,4,1,0,0,3,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,404,de GER,"DF,MF",de Bundesliga,31-141,1994,19.8,1,11,3,27.3,0.56,0.15,0.09,0.33,0,0,501,de GER,"DF,MF",de Bundesliga,31-141,1994,27,1780,66,63.8,19.8,18,86,12,9,25,2,0.78,23,38,-15,-0.76,+0.67,404,de GER,"DF,MF",de Bundesliga,31-141,1994,19.8,3,0,0,17,7,1,56,31,23,0
405,Aurélio Buta,pt POR,DF,Eintracht Frankfurt,de Bundesliga,29.0,1997,4,1,144,1.6,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,405,pt POR,DF,de Bundesliga,29-077,1997,1.6,0,1,0,0.0,0.62,0.00,0.00,,0,0,502,pt POR,DF,de Bundesliga,29-077,1997,4,144,36,5.2,1.6,1,90,1,3,18,8,1.75,0,8,-8,-5.00,-5.20,405,pt POR,DF,de Bundesliga,29-077,1997,1.6,1,0,0,3,2,0,2,0,5,0
406,Jean Butez,fr FRA,GK,Como,it Serie A,30.0,1995,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.03,20,fr FRA,GK,it Serie A,30-324,1995,34,34,3060,34.0,28,0.82,104,80,76.9,17,10,7,16,47.1,5,4,1,0,406,fr FRA,GK,it Serie A,30-324,1995,34.0,0,0,0,,0.00,0.00,,,0,0,503,fr FRA,GK,it Serie A,30-324,1995,34,3060,90,100.0,34.0,34,90,34,0,,0,1.79,59,28,+31,+0.91,,406,fr FRA,GK,it Serie A,30-324,1995,34.0,3,0,0,0,9,0,0,0,2,0
407,Jun'ai Byfield,eng ENG,DF,Tottenham Hotspur,eng Premier League,17.0,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,407,eng ENG,DF,eng Premier League,17-143,2008,0.0,0,0,0,,0.00,0.00,,,0,0,504,eng ENG,DF,eng Premier League,17-143,2008,1,1,1,0.0,0.0,0,,0,1,1,5,1.00,0,0,0,0.00,+0.29,407,eng ENG,DF,eng Premier League,17-143,2008,0.0,0,0,0,0,0,0,0,0,0,0
408,Sam Byram,eng ENG,"DF,MF",Leeds United,eng Premier League,32.0,1993,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,408,eng ENG,"DF,MF",eng Premier League,32-224,1993,0.1,0,0,0,,0.00,0.00,,,0,0,505,eng ENG,"DF,MF",eng Premier League,32-224,1993,1,8,8,0.3,0.1,0,,0,1,8,13,0.00,0,1,-1,-11.25,-11.07,408,eng ENG,"DF,MF",eng Premier League,32-224,1993,0.1,0,0,0,1,0,0,0,0,0,0
409,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,23.0,2003,9,2,223,2.5,0,1,1,0,0,0,1,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,409,dk DEN,MF,de Bundesliga,23-058,2003,2.5,0,1,0,0.0,0.40,0.00,0.00,,0,0,506,dk DEN,MF,de Bundesliga,23-058,2003,9,223,25,8.0,2.5,2,77,1,7,10,18,0.67,4,6,-2,-0.81,-0.53,409,dk DEN,MF,de Bundesliga,23-058,2003,2.5,1,0,0,2,2,0,8,0,2,0
410,Rémy Cabella,fr FRA,"MF,FW",Nantes,fr Ligue 1,36.0,1990,10,5,504,5.6,1,0,1,0,1,1,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,410,fr FRA,"MF,FW",fr Ligue 1,36-051,1990,5.6,1,6,3,50.0,1.07,0.54,0.00,0.00,1,1,508,fr FRA,"MF,FW",fr Ligue 1,36-051,1990,10,504,50,18.1,5.6,5,85,4,5,16,3,0.40,5,14,-9,-1.61,-0.98,410,fr FRA,"MF,FW",fr Ligue 1,36-051,1990,5.6,1,0,0,7,10,1,28,4,7,0
411,Jorge Cabello,es ESP,DF,Levante,es La Liga,22.0,2004,5,4,362,4.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,411,es ESP,DF,es La Liga,22-003,2004,4.0,0,0,0,,0.00,0.00,,,0,0,509,es ESP,DF,es La Liga,22-003,2004,5,362,72,12.2,4.0,4,79,2,1,45,10,0.00,3,9,-6,-1.49,-1.25,411,es ESP,DF,es La Liga,22-003,2004,4.0,1,0,0,3,3,0,0,0,3,0
412,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,19.0,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,412,fr FRA,MF,fr Ligue 1,19-098,2007,0.9,0,3,2,66.7,3.51,2.34,0.00,0.00,0,0,510,fr FRA,MF,fr Ligue 1,19-098,2007,4,77,19,2.8,0.9,0,,0,4,19,6,1.50,3,2,+1,+1.17,+0.97,412,fr FRA,MF,fr Ligue 1,19-098,2007,0.9,0,0,0,1,1,0,0,1,1,0
413,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34.0,1991,32,32,2880,32.0,3,0,3,3,0,0,3,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,413,uy URU,DF,es La Liga,34-315,1991,32.0,3,35,9,25.7,1.09,0.28,0.09,0.33,0,0,511,uy URU,DF,es La Liga,34-315,1991,32,2880,90,97.0,32.0,32,90,32,0,,0,1.19,37,49,-12,-0.37,-0.37,413,uy URU,DF,es La Liga,34-315,1991,32.0,3,0,0,32,8,1,18,20,22,0
414,Anthony Caci,fr FRA,MF,Mainz 05,de Bundesliga,28.0,1997,7,5,413,4.6,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,414,fr FRA,MF,de Bundesliga,28-301,1997,4.6,0,5,0,0.0,1.09,0.00,0.00,,0,0,512,fr FRA,MF,de Bundesliga,28-301,1997,7,413,59,14.8,4.6,5,77,1,2,14,0,0.71,5,5,0,0.00,+0.38,414,fr FRA,MF,de Bundesliga,28-301,1997,4.6,2,0,0,6,3,1,36,3,8,0
415,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,27.0,1998,25,17,1609,17.9,2,1,3,2,0,0,1,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,415,gp GLP,MF,fr Ligue 1,27-184,1998,17.9,2,16,8,50.0,0.89,0.45,0.13,0.25,0,0,513,gp GLP,MF,fr Ligue 1,27-184,1998,25,1609,64,57.7,17.9,17,85,14,8,20,4,1.44,25,29,-4,-0.22,-0.15,415,gp GLP,MF,fr Ligue 1,27-184,1998,17.9,1,0,0,24,12,0,3,23,16,0
416,Mathieu Cafaro,fr FRA,FW,Paris FC,fr Ligue 1,29.0,1997,10,1,152,1.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,416,fr FRA,FW,fr Ligue 1,29-034,1997,1.7,0,7,1,14.3,4.14,0.59,0.00,0.00,0,0,514,fr FRA,FW,fr Ligue 1,29-034,1997,10,152,15,5.4,1.7,1,59,0,9,10,11,0.90,4,3,+1,+0.59,+0.87,416,fr FRA,FW,fr Ligue 1,29-034,1997,1.7,0,0,0,2,4,2,7,0,0,0
417,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,24.0,2001,29,28,2441,27.1,3,1,4,3,0,0,9,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,417,ec ECU,MF,eng Premier League,24-177,2001,27.1,3,26,7,26.9,0.96,0.26,0.12,0.43,0,0,515,ec ECU,MF,eng Premier League,24-177,2001,29,2441,84,79.8,27.1,28,86,23,1,45,1,1.38,46,39,+7,+0.26,+0.11,417,ec ECU,MF,eng Premier League,24-177,2001,27.1,9,1,0,43,45,0,8,53,44,0
418,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,35.0,1991,21,5,642,7.1,1,0,1,1,0,0,3,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,418,sct SCO,MF,eng Premier League,35-098,1991,7.1,1,12,1,8.3,1.68,0.14,0.08,1.00,0,0,516,sct SCO,MF,eng Premier League,35-098,1991,21,642,31,21.0,7.1,5,70,0,16,18,11,1.52,12,9,+3,+0.42,+0.61,418,sct SCO,MF,eng Premier League,35-098,1991,7.1,3,0,0,8,9,0,6,2,3,0
419,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,30.0,1996,23,15,1315,14.6,0,0,0,0,0,0,6,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,419,it ITA,DF,it Serie A,30-042,1996,14.6,0,4,1,25.0,0.27,0.07,0.00,0.00,0,0,517,it ITA,DF,it Serie A,30-042,1996,23,1315,57,43.0,14.6,15,74,3,8,25,10,0.70,14,24,-10,-0.68,+0.71,419,it ITA,DF,it Serie A,30-042,1996,14.6,6,0,0,27,21,1,17,18,10,0
420,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23.0,2002,22,18,1448,16.1,1,2,3,1,0,0,5,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,420,it ITA,DF,eng Premier League,23-344,2002,16.1,1,28,6,21.4,1.74,0.37,0.04,0.17,0,0,518,it ITA,DF,eng Premier League,23-344,2002,22,1448,66,47.3,16.1,18,77,6,4,14,2,2.27,27,8,+19,+1.18,+0.12,420,it ITA,DF,eng Premier League,23-344,2002,16.1,5,0,0,25,9,2,21,13,18,0
421,Calebe,br BRA,MF,Alavés,es La Liga,25.0,2000,19,13,752,8.4,0,0,0,0,0,0,2,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,421,br BRA,MF,es La Liga,25-363,2000,8.4,0,5,1,20.0,0.60,0.12,0.00,0.00,0,0,519,br BRA,MF,es La Liga,25-363,2000,19,752,40,25.3,8.4,13,52,0,6,13,13,1.21,8,8,0,0.00,+0.45,421,br BRA,MF,es La Liga,25-363,2000,8.4,2,0,0,18,19,0,16,9,14,0
422,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30.0,1995,24,21,1851,20.6,0,0,0,0,0,0,4,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,422,es ESP,DF,es La Liga,30-226,1995,20.6,0,11,1,9.1,0.53,0.05,0.00,0.00,0,0,520,es ESP,DF,es La Liga,30-226,1995,24,1851,77,62.3,20.6,21,84,15,3,26,6,1.33,18,28,-10,-0.49,-0.33,422,es ESP,DF,es La Liga,30-226,1995,20.6,4,0,0,9,7,0,1,25,16,0
423,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29.0,1996,24,21,1880,20.9,1,0,1,1,0,0,5,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,423,hr CRO,DF,es La Liga,29-223,1996,20.9,1,12,3,25.0,0.57,0.14,0.08,0.33,0,0,521,hr CRO,DF,es La Liga,29-223,1996,24,1880,78,63.3,20.9,21,86,18,3,27,8,1.38,32,29,+3,+0.14,+0.39,423,hr CRO,DF,es La Liga,29-223,1996,20.9,5,1,0,26,7,1,1,27,13,1
424,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,32.0,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,424,tr TUR,MF,it Serie A,32-079,1994,18.2,9,50,17,34.0,2.75,0.93,0.10,0.29,4,5,522,tr TUR,MF,it Serie A,32-079,1994,22,1639,75,53.6,18.2,20,79,7,2,35,3,2.27,43,16,+27,+1.48,+0.09,424,tr TUR,MF,it Serie A,32-079,1994,18.2,7,0,0,28,11,0,86,19,17,0
425,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,29.0,1997,31,26,2384,26.5,11,1,12,8,3,4,1,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,425,eng ENG,FW,eng Premier League,29-043,1997,26.5,11,66,30,45.5,2.49,1.13,0.12,0.27,3,4,524,eng ENG,FW,eng Premier League,29-043,1997,31,2384,77,77.9,26.5,26,87,15,5,25,0,1.16,37,31,+6,+0.23,+1.96,425,eng ENG,FW,eng Premier League,29-043,1997,26.5,1,0,0,42,35,22,7,2,4,0
426,Dani Calvo,es ESP,DF,Oviedo,es La Liga,32.0,1994,16,13,1251,13.9,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,426,es ESP,DF,es La Liga,32-027,1994,13.9,0,2,0,0.0,0.14,0.00,0.00,,0,0,525,es ESP,DF,es La Liga,32-027,1994,16,1251,78,42.1,13.9,13,90,13,3,27,16,1.12,9,17,-8,-0.58,+0.31,426,es ESP,DF,es La Liga,32-027,1994,13.9,3,0,0,10,4,0,1,7,11,0
427,Adama Camara,fr FRA,"MF,DF",Paris FC,fr Ligue 1,29.0,1996,27,25,2054,22.8,1,0,1,1,0,0,8,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,427,fr FRA,"MF,DF",fr Ligue 1,29-192,1996,22.8,1,16,4,25.0,0.70,0.18,0.06,0.25,0,0,527,fr FRA,"MF,DF",fr Ligue 1,29-192,1996,27,2054,76,73.6,22.8,25,80,8,2,29,3,1.37,25,33,-8,-0.35,-0.47,427,fr FRA,"MF,DF",fr Ligue 1,29-192,1996,22.8,8,0,0,26,17,0,12,34,27,0
428,Amady Camara,ml MLI,FW,Nantes,fr Ligue 1,20.0,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,428,ml MLI,FW,fr Ligue 1,20-335,2005,1.9,0,6,0,0.0,3.16,0.00,0.00,,0,0,528,ml MLI,FW,fr Ligue 1,20-335,2005,10,171,17,6.1,1.9,1,45,0,9,14,7,0.60,4,5,-1,-0.53,+0.30,428,ml MLI,FW,fr Ligue 1,20-335,2005,1.9,0,0,0,3,2,0,17,1,3,0
429,Dawda Camara,mr MTN,FW,Girona,es La Liga,23.0,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,429,mr MTN,FW,es La Liga,23-175,2002,0.8,0,2,1,50.0,2.50,1.25,0.00,0.00,0,0,529,mr MTN,FW,es La Liga,23-175,2002,2,72,36,2.4,0.8,1,45,0,1,27,0,0.00,0,4,-4,-5.00,-4.69,429,mr MTN,FW,es La Liga,23-175,2002,0.8,0,0,0,2,0,0,0,1,0,0
430,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,22.0,2004,21,19,1610,17.9,1,4,5,1,0,0,5,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,430,sn SEN,MF,fr Ligue 1,22-117,2004,17.9,1,21,2,9.5,1.17,0.11,0.05,0.50,0,0,533,sn SEN,MF,fr Ligue 1,22-117,2004,21,1610,77,57.7,17.9,19,83,13,2,17,0,2.00,36,20,+16,+0.89,+1.58,430,sn SEN,MF,fr Ligue 1,22-117,2004,17.9,5,0,0,24,43,0,87,37,30,0
431,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27.0,1998,29,28,2387,26.5,3,1,4,3,0,0,4,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,431,fr FRA,MF,fr Ligue 1,27-302,1998,26.5,3,25,10,40.0,0.94,0.38,0.12,0.30,0,0,534,fr FRA,MF,fr Ligue 1,27-302,1998,29,2387,82,85.6,26.5,28,84,21,1,27,0,1.79,49,33,+16,+0.60,+1.50,431,fr FRA,MF,fr Ligue 1,27-302,1998,26.5,4,1,0,34,27,3,27,26,29,0
432,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,23.0,2003,29,28,2448,27.2,1,0,1,1,0,0,3,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,432,ml MLI,DF,fr Ligue 1,23-053,2003,27.2,1,9,4,44.4,0.33,0.15,0.11,0.25,0,0,535,ml MLI,DF,fr Ligue 1,23-053,2003,29,2448,84,87.7,27.2,28,87,26,1,18,1,1.17,25,33,-8,-0.29,+2.07,432,ml MLI,DF,fr Ligue 1,23-053,2003,27.2,3,0,0,20,7,1,3,34,29,0
433,Francesco Camarda,it ITA,FW,Lecce,it Serie A,18.0,2008,18,7,640,7.1,1,0,1,1,0,1,1,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,433,it ITA,FW,it Serie A,18-049,2008,7.1,1,14,3,21.4,1.97,0.42,0.07,0.33,0,1,536,it ITA,FW,it Serie A,18-049,2008,18,640,36,20.9,7.1,7,62,0,11,18,1,0.83,4,9,-5,-0.70,0.00,433,it ITA,FW,it Serie A,18-049,2008,7.1,1,0,0,12,4,1,1,0,1,0
434,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,23.0,2002,25,14,1341,14.9,1,0,1,1,0,0,1,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,434,fr FRA,MF,es La Liga,23-169,2002,14.9,1,12,2,16.7,0.81,0.13,0.08,0.50,0,0,537,fr FRA,MF,es La Liga,23-169,2002,25,1341,54,45.2,14.9,14,76,6,11,25,1,2.24,32,14,+18,+1.21,+0.16,434,fr FRA,MF,es La Liga,23-169,2002,14.9,1,0,0,31,29,1,2,15,33,0
435,Nicolò Cambiaghi,it ITA,"MF,FW",Bologna,it Serie A,25.0,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.42,,,,,,,,,,,,,,,,,,,,,,,,,435,it ITA,"MF,FW",it Serie A,25-121,2000,16.9,3,24,6,25.0,1.42,0.36,0.13,0.50,0,0,538,it ITA,"MF,FW",it Serie A,25-121,2000,28,1518,54,49.6,16.9,17,74,5,11,24,3,1.36,20,19,+1,+0.06,+0.06,435,it ITA,"MF,FW",it Serie A,25-121,2000,16.9,3,1,0,32,71,5,63,9,20,0
436,Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,26.0,2000,32,31,2483,27.6,3,3,6,3,0,0,3,1,0.22,,,,,,,,,,,,,,,,,,,,,,,,,436,it ITA,"MF,DF",it Serie A,26-067,2000,27.6,3,22,11,50.0,0.80,0.40,0.14,0.27,0,0,539,it ITA,"MF,DF",it Serie A,26-067,2000,32,2483,78,81.1,27.6,31,79,8,1,45,0,1.81,41,23,+18,+0.65,-0.91,436,it ITA,"MF,DF",it Serie A,26-067,2000,27.6,3,1,0,27,19,2,107,19,35,2
437,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,22.0,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,437,fr FRA,FW,fr Ligue 1,22-241,2003,0.1,0,0,0,,0.00,0.00,,,0,0,540,fr FRA,FW,fr Ligue 1,22-241,2003,1,12,12,0.4,0.1,0,,0,1,12,2,0.00,0,0,0,0.00,+0.20,437,fr FRA,FW,fr Ligue 1,22-241,2003,0.1,0,0,0,0,0,0,0,0,0,0
438,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,25.0,2001,18,5,562,6.2,2,0,2,2,0,0,2,1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,438,es ESP,FW,es La Liga,25-077,2001,6.2,2,15,7,46.7,2.40,1.12,0.13,0.29,0,0,541,es ESP,FW,es La Liga,25-077,2001,18,562,31,18.9,6.2,5,69,1,13,17,9,0.68,5,14,-9,-1.44,-1.48,438,es ESP,FW,es La Liga,25-077,2001,6.2,2,1,0,3,10,2,2,3,3,0
439,Cole Campbell,us USA,FW,Hoffenheim,de Bundesliga,20.0,2006,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,439,us USA,FW,de Bundesliga,20-067,2006,0.4,0,1,0,0.0,2.73,0.00,0.00,,0,0,542,us USA,FW,de Bundesliga,20-067,2006,3,33,11,1.2,0.4,0,,0,3,11,5,1.00,0,1,-1,-2.73,-3.28,439,us USA,FW,de Bundesliga,20-067,2006,0.4,0,0,0,0,1,0,0,0,0,0
440,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,20.0,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,440,us USA,FW,de Bundesliga,20-067,2006,0.2,0,1,0,0.0,5.29,0.00,0.00,,0,0,543,us USA,FW,de Bundesliga,20-067,2006,1,17,17,0.6,0.2,0,,0,1,17,4,3.00,0,0,0,0.00,-1.10,440,us USA,FW,de Bundesliga,20-067,2006,0.2,0,0,0,0,0,0,1,0,0,0
441,Emre Can,de GER,DF,Dortmund,de Bundesliga,32.0,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,441,de GER,DF,de Bundesliga,32-106,1994,6.9,3,5,4,80.0,0.72,0.58,0.00,0.00,3,3,545,de GER,DF,de Bundesliga,32-106,1994,9,621,69,22.3,6.9,7,80,4,2,30,3,1.78,16,8,+8,+1.16,+0.08,441,de GER,DF,de Bundesliga,32-106,1994,6.9,3,0,0,10,10,0,2,13,8,0
442,Matteo Cancellieri,it ITA,"FW,MF",Lazio,it Serie A,24.0,2002,27,18,1530,17.0,4,2,6,4,0,0,5,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,442,it ITA,"FW,MF",it Serie A,24-075,2002,17.0,4,37,14,37.8,2.18,0.82,0.11,0.29,0,0,546,it ITA,"FW,MF",it Serie A,24-075,2002,27,1530,57,50.0,17.0,18,73,7,9,24,1,1.41,22,17,+5,+0.29,+0.35,442,it ITA,"FW,MF",it Serie A,24-075,2002,17.0,5,0,0,33,61,3,20,23,23,0
443,João Cancelo,pt POR,DF,Barcelona,es La Liga,31.0,1994,11,8,664,7.4,1,2,3,1,0,0,0,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,443,pt POR,DF,es La Liga,31-336,1994,7.4,1,11,3,27.3,1.49,0.41,0.09,0.33,0,0,547,pt POR,DF,es La Liga,31-336,1994,11,664,60,22.4,7.4,8,74,4,3,23,3,2.73,20,3,+17,+2.30,+0.74,443,pt POR,DF,es La Liga,31-336,1994,7.4,0,0,0,6,8,3,22,11,16,0
